;origem;destino;caminho
42299;781;39811;['781', '39811']
42300;781;39799;['781', '39799']
42301;781;39729;['781', '13323', '39729']
42302;781;39744;['781', '45993', '39744']
42303;781;39731;['781', '44387', '3804', '17079', '39731']
42304;781;39753;['781', '44387', '3804', '44135', '15969', '39753']
42305;781;39742;['781', '45281', '39742']
42306;781;39749;['781', '44387', '3804', '39749']
42307;781;39730;['781', '39730']
42308;781;39870;['781', '32356', '35600', '39870']
42309;781;39750;['781', '44387', '3804', '46710', '39750']
42310;781;39737;['781', '45727', '39737']
42311;781;39767;['781', '48254', '39767']
42312;781;39739;['781', '13323', '39740', '39739']
42313;781;39728;['781', '13323', '39728']
42314;781;39743;['781', '45993', '39743']
42315;781;39745;['781', '45993', '39745']
42316;781;39740;['781', '13323', '39740']
42317;781;39752;['781', '44387', '39752']
42318;781;39751;['781', '43791', '39751']
42319;781;39894;['781', '44387', '3804', '44135', '15969', '39894']
42320;781;39732;['781', '44387', '3804', '44135', '39732']
42321;781;39910;['781', '45748', '39910']
42322;781;39734;['781', '44387', '3804', '44135', '39734']
42323;781;39765;['781', '39765']
42324;781;39736;['781', '13323', '39740', '50972', '39736']
42325;781;39735;['781', '44387', '3804', '44135', '39735']
42326;781;39738;['781', '13323', '39738']
42327;781;39766;['781', '32356', '35600', '35601', '39766']
42328;781;39746;['781', '44387', '3804', '44135', '15969', '39746']
42329;781;39741;['781', '39741']
42330;781;39747;['781', '44387', '3804', '44135', '39747']
42331;781;39748;['781', '44387', '3804', '39749', '39748']
42332;781;39764;['781', '13323', '39740', '39764']
42333;781;39754;['781', '39754']
42334;781;42481;['781', '45993', '42481']
42335;781;42483;['781', '32356', '35600', '42483']
42336;781;42480;['781', '44387', '3804', '26150', '42480']
42337;781;42482;['781', '42482']
42338;781;43247;['781', '44387', '3804', '44135', '15969', '43247']
42339;781;43965;['781', '44387', '3804', '44135', '7273', '43965']
42340;781;43963;['781', '44387', '3804', '44135', '15969', '43963']
42341;781;43964;['781', '45993', '28629', '43964']
42342;781;43962;['781', '44387', '43962']
42343;781;43791;['781', '43791']
42344;781;43790;['781', '44387', '3804', '43790']
42345;781;44114;['781', '44114']
42346;781;44135;['781', '44387', '3804', '44135']
42347;781;44387;['781', '44387']
42348;781;44795;['781', '13323', '39740', '44795']
42349;781;44770;['781', '13323', '44770']
42350;781;44720;['781', '32356', '44720']
42351;781;44486;['781', '13323', '39740', '45275', '44486']
42352;781;44692;['781', '13323', '39740', '50972', '44692']
42353;781;44842;['781', '44842']
42354;781;44915;['781', '44387', '3804', '39749', '44915']
42355;781;44974;['781', '32356', '35600', '44974']
42356;781;44971;['781', '45993', '44971']
42357;781;45144;['781', '13323', '39740', '45144']
42358;781;44914;['781', '44914']
42359;781;45004;['781', '44387', '3804', '26150', '45004']
42360;781;44951;['781', '45281', '44951']
42361;781;44811;['781', '44811']
42362;781;44837;['781', '44842', '44837']
42363;781;44843;['781', '44842', '44843']
42364;781;44812;['781', '44812']
42365;781;44910;['781', '13323', '39740', '44910']
42366;781;44836;['781', '44836']
42367;781;45262;['781', '45262']
42368;781;45274;['781', '44387', '3804', '44135', '45274']
42369;781;45273;['781', '44387', '3804', '44135', '45273']
42370;781;45265;['781', '32356', '45265']
42371;781;45275;['781', '13323', '39740', '45275']
42372;781;45281;['781', '45281']
42373;781;45267;['781', '45993', '45267']
42374;781;45586;['781', '44387', '45586']
42375;781;45877;['781', '45877']
42376;781;45715;['781', '45715']
42377;781;45917;['781', '13323', '35800', '45917']
42378;781;45913;['781', '45993', '45913']
42379;781;45727;['781', '45727']
42380;781;45748;['781', '45748']
42381;781;45723;['781', '45723']
42382;781;45993;['781', '45993']
42383;781;45957;['781', '45957']
42384;781;46176;['781', '13323', '46176']
42385;781;46036;['781', '13323', '39740', '46036']
42386;781;46074;['781', '13323', '39740', '50972', '46074']
42387;781;46256;['781', '46256']
42388;781;46172;['781', '44387', '3804', '46172']
42389;781;46066;['781', '46066']
42390;781;46189;['781', '32356', '35600', '46189']
42391;781;46155;['781', '44387', '3804', '46155']
42392;781;46270;['781', '46270']
42393;781;46243;['781', '46243']
42394;781;46708;['781', '44387', '3804', '46708']
42395;781;46710;['781', '44387', '3804', '46710']
42396;781;46709;['781', '44387', '3804', '46709']
42397;781;46715;['781', '46715']
42398;781;46758;['781', '46758']
42399;781;46724;['781', '46724']
42400;781;47819;['781', '47819']
42401;781;48331;['781', '44387', '3804', '44135', '48331']
42402;781;48254;['781', '48254']
42403;781;48330;['781', '44387', '3804', '44135', '48330']
42404;781;48061;['781', '32356', '48061']
42405;781;48187;['781', '13323', '39740', '48187']
42406;781;48510;['781', '13323', '39740', '50972', '48510']
42407;781;50973;['781', '50973']
42408;781;50917;['781', '48254', '50917']
42409;781;50974;['781', '13323', '39740', '50972', '48510', '50974']
42410;781;50976;['781', '50976']
42411;781;50918;['781', '48254', '50918']
42412;781;50972;['781', '13323', '39740', '50972']
42413;781;49994;['781', '32356', '49994']
42414;781;50547;['781', '50547']
42415;781;50978;['781', '50978']
42416;781;50383;['781', '32356', '50383']
42417;781;50274;['781', '50274']
42418;781;50952;['781', '50952']
42419;781;203;['781', '50973', '203']
42420;781;267;['781', '13323', '39740', '267']
42421;781;927;['781', '29675', '15962', '927']
42422;781;1992;['781', '44387', '3804', '44135', '15969', '1992']
42423;781;2171;['781', '44387', '3804', '26150', '45004', '2171']
42424;781;835;['781', '13323', '39740', '835']
42425;781;902;['781', '45993', '902']
42426;781;1988;['781', '13323', '39740', '1988']
42427;927;927;['927']
42428;927;3804;['927', '29678', '29675', '39740', '3804']
42429;927;3772;['927', '29678', '29675', '39740', '26150', '45004', '3772']
42430;927;4310;['927', '29678', '29675', '39740', '26150', '4310']
42431;927;5558;['927', '29678', '29675', '39740', '26150', '5558']
42432;927;5715;['927', '29678', '29675', '39740', '26150', '15969', '5715']
42433;927;6129;['927', '29678', '6129']
42434;927;7326;['927', '29678', '29675', '39740', '26150', '15969', '7326']
42435;927;7273;['927', '29678', '29675', '39740', '26150', '7273']
42436;927;7961;['927', '29678', '29675', '39740', '26150', '45004', '7961']
42437;927;29672;['927', '29672']
42438;927;9111;['927', '29678', '29675', '39740', '14398', '9111']
42439;927;9718;['927', '29678', '29675', '39740', '26150', '9718']
42440;927;9783;['927', '9783']
42441;927;9784;['927', '29678', '42482', '45993', '9784']
42442;927;10836;['927', '10836']
42443;927;10890;['927', '29678', '39738', '10890']
42444;927;11849;['927', '29678', '29675', '39740', '11849']
42445;927;12518;['927', '29678', '29675', '39740', '14398', '12518']
42446;927;13323;['927', '29678', '29675', '39740', '13323']
42447;927;13648;['927', '13648']
42448;927;13802;['927', '48254', '13802']
42449;927;14398;['927', '29678', '29675', '39740', '14398']
42450;927;15969;['927', '29678', '29675', '39740', '26150', '15969']
42451;927;15962;['927', '15962']
42452;927;15711;['927', '29678', '29675', '39740', '14398', '15711']
42453;927;16475;['927', '29678', '16475']
42454;927;17076;['927', '29678', '29675', '39740', '14398', '17076']
42455;927;17079;['927', '29678', '29675', '39740', '26150', '17079']
42456;927;18087;['927', '29678', '18087']
42457;927;18090;['927', '29678', '42482', '45993', '28629', '18090']
42458;927;18192;['927', '29678', '29675', '39740', '14398', '18192']
42459;927;20325;['927', '29678', '29675', '39740', '26150', '15969', '20325']
42460;927;26145;['927', '29678', '29675', '39740', '14398', '18192', '26145']
42461;927;26150;['927', '29678', '29675', '39740', '26150']
42462;927;27891;['927', '29678', '29675', '39740', '26150', '27891']
42463;927;27886;['927', '29678', '29675', '39740', '26150', '27886']
42464;927;28747;['927', '32356', '28747']
42465;927;28560;['927', '29678', '28560']
42466;927;28564;['927', '35833', '28564']
42467;927;28629;['927', '29678', '42482', '45993', '28629']
42468;927;28536;['927', '48254', '28536']
42469;927;28640;['927', '28640']
42470;927;28549;['927', '29678', '28549']
42471;927;28634;['927', '28634']
42472;927;28649;['927', '29678', '42482', '45993', '28649']
42473;927;28745;['927', '28745']
42474;927;29670;['927', '29678', '42482', '45993', '29670']
42475;927;29669;['927', '29669']
42476;927;29679;['927', '29678', '29675', '39740', '14398', '29679']
42477;927;29675;['927', '29678', '29675']
42478;927;29680;['927', '29678', '29680']
42479;927;29678;['927', '29678']
42480;927;29677;['927', '35833', '29677']
42481;927;29676;['927', '9783', '29676']
42482;927;29673;['927', '29673']
42483;927;29674;['927', '29674']
42484;927;29671;['927', '29671']
42485;927;29681;['927', '29678', '29675', '29681']
42486;927;29716;['927', '29716']
42487;927;32356;['927', '32356']
42488;927;32285;['927', '45262', '32285']
42489;927;33013;['927', '33013']
42490;927;34557;['927', '47819', '34557']
42491;927;35600;['927', '50383', '35600']
42492;927;35867;['927', '47819', '35867']
42493;927;35776;['927', '35776']
42494;927;35613;['927', '35613']
42495;927;35814;['927', '48254', '35814']
42496;927;35727;['927', '35727']
42497;927;35856;['927', '35856']
42498;927;35777;['927', '35777']
42499;927;35800;['927', '45748', '35800']
42500;927;35603;['927', '35833', '35603']
42501;927;35861;['927', '48254', '35861']
42502;927;35601;['927', '35601']
42503;927;35833;['927', '35833']
42504;927;39810;['927', '29678', '29675', '39740', '26150', '15969', '39810']
42505;927;39800;['927', '29678', '29675', '39740', '14398', '39800']
42506;927;39733;['927', '29678', '29675', '39740', '14398', '39733']
42507;927;39812;['927', '39812']
42508;927;39811;['927', '45957', '39811']
42509;927;39799;['927', '35833', '39799']
42510;927;39729;['927', '29678', '39729']
42511;927;39744;['927', '29678', '42482', '45993', '39744']
42512;927;39731;['927', '29678', '29675', '39740', '26150', '17079', '39731']
42513;927;39753;['927', '29678', '29675', '39740', '26150', '15969', '39753']
42514;927;39742;['927', '39742']
42515;927;39749;['927', '29678', '29675', '39740', '3804', '39749']
42516;927;39730;['927', '29678', '39730']
42517;927;39870;['927', '39870']
42518;927;39750;['927', '29678', '29675', '39740', '14398', '39750']
42519;927;39737;['927', '39737']
42520;927;39767;['927', '48254', '39767']
42521;927;39739;['927', '29678', '29675', '39739']
42522;927;39728;['927', '29678', '39728']
42523;927;39743;['927', '29678', '42482', '45993', '39743']
42524;927;39745;['927', '29678', '42482', '45993', '39745']
42525;927;39740;['927', '29678', '29675', '39740']
42526;927;39752;['927', '29678', '29675', '39740', '39752']
42527;927;39751;['927', '29678', '29675', '39740', '14398', '43791', '39751']
42528;927;39894;['927', '29678', '29675', '39740', '26150', '15969', '39894']
42529;927;39732;['927', '29678', '29675', '39740', '26150', '39732']
42530;927;39910;['927', '47819', '39910']
42531;927;39734;['927', '29678', '29675', '39740', '26150', '39734']
42532;927;39765;['927', '29678', '29675', '39740', '14398', '39765']
42533;927;39736;['927', '29678', '39736']
42534;927;39735;['927', '29678', '29675', '39740', '26150', '39735']
42535;927;39738;['927', '29678', '39738']
42536;927;39766;['927', '45265', '39766']
42537;927;39746;['927', '29678', '29675', '39740', '26150', '15969', '39746']
42538;927;39741;['927', '35833', '39741']
42539;927;39747;['927', '29678', '29675', '39740', '26150', '39747']
42540;927;39748;['927', '29678', '29675', '39740', '3804', '39749', '39748']
42541;927;39764;['927', '29678', '39764']
42542;927;39754;['927', '29678', '29675', '39740', '14398', '39754']
42543;927;42481;['927', '29678', '42482', '45993', '42481']
42544;927;42483;['927', '42483']
42545;927;42480;['927', '29678', '29675', '39740', '26150', '42480']
42546;927;42482;['927', '29678', '42482']
42547;927;43247;['927', '29678', '29675', '39740', '26150', '15969', '43247']
42548;927;43965;['927', '29678', '29675', '39740', '26150', '43965']
42549;927;43963;['927', '29678', '29675', '39740', '26150', '15969', '43963']
42550;927;43964;['927', '29678', '42482', '45993', '28629', '43964']
42551;927;43962;['927', '29678', '29675', '39740', '50547', '43962']
42552;927;43791;['927', '29678', '29675', '39740', '14398', '43791']
42553;927;43790;['927', '29678', '29675', '39740', '43790']
42554;927;44114;['927', '44114']
42555;927;44135;['927', '29678', '29675', '39740', '3804', '44135']
42556;927;44387;['927', '29678', '42482', '44387']
42557;927;44795;['927', '44795']
42558;927;44770;['927', '29678', '29675', '44770']
42559;927;44720;['927', '44720']
42560;927;44486;['927', '29678', '45275', '44486']
42561;927;44692;['927', '29678', '45275', '44692']
42562;927;44842;['927', '44842']
42563;927;44915;['927', '29678', '29675', '39740', '14398', '44915']
42564;927;44974;['927', '44974']
42565;927;44971;['927', '29678', '29675', '39740', '26150', '44971']
42566;927;45144;['927', '29678', '45144']
42567;927;44914;['927', '29678', '29675', '39740', '14398', '44914']
42568;927;45004;['927', '29678', '29675', '39740', '26150', '45004']
42569;927;44951;['927', '44951']
42570;927;44811;['927', '29678', '42482', '44811']
42571;927;44837;['927', '44837']
42572;927;44843;['927', '44842', '44843']
42573;927;44812;['927', '29678', '29675', '39740', '44812']
42574;927;44910;['927', '29678', '44910']
42575;927;44836;['927', '44836']
42576;927;45262;['927', '45262']
42577;927;45274;['927', '29678', '29675', '39740', '26150', '45274']
42578;927;45273;['927', '29678', '29675', '39740', '26150', '45273']
42579;927;45265;['927', '45265']
42580;927;45275;['927', '29678', '45275']
42581;927;45281;['927', '45957', '45281']
42582;927;45267;['927', '29678', '29675', '39740', '26150', '15969', '45267']
42583;927;45586;['927', '29678', '29675', '39740', '45586']
42584;927;45877;['927', '45265', '45877']
42585;927;45715;['927', '35833', '45715']
42586;927;45917;['927', '45917']
42587;927;45913;['927', '29678', '29675', '39740', '26150', '15969', '45913']
42588;927;45727;['927', '35833', '45727']
42589;927;45748;['927', '45748']
42590;927;45723;['927', '35833', '45723']
42591;927;45993;['927', '29678', '42482', '45993']
42592;927;45957;['927', '45957']
42593;927;46176;['927', '29678', '46176']
42594;927;46036;['927', '29678', '29675', '46036']
42595;927;46074;['927', '29678', '28560', '46074']
42596;927;46256;['927', '29678', '46256']
42597;927;46172;['927', '29678', '42482', '46172']
42598;927;46066;['927', '46066']
42599;927;46189;['927', '46189']
42600;927;46155;['927', '29678', '42482', '46155']
42601;927;46270;['927', '29678', '29675', '39740', '46270']
42602;927;46243;['927', '29678', '46243']
42603;927;46708;['927', '29678', '42482', '46708']
42604;927;46710;['927', '29678', '29675', '39740', '3804', '46710']
42605;927;46709;['927', '29678', '29675', '39740', '46709']
42606;927;46715;['927', '29678', '29675', '39740', '14398', '46715']
42607;927;46758;['927', '46758']
42608;927;46724;['927', '46724']
42609;927;47819;['927', '47819']
42610;927;48331;['927', '29678', '29675', '39740', '26150', '48331']
42611;927;48254;['927', '48254']
42612;927;48330;['927', '29678', '29675', '39740', '26150', '48330']
42613;927;48061;['927', '48061']
42614;927;48187;['927', '29678', '29675', '48187']
42615;927;48510;['927', '29678', '28560', '48510']
42616;927;50973;['927', '29678', '42482', '50973']
42617;927;50917;['927', '48254', '50917']
42618;927;50974;['927', '29678', '45275', '50974']
42619;927;50976;['927', '29678', '29675', '39740', '14398', '50976']
42620;927;50918;['927', '48254', '50918']
42621;927;50972;['927', '29678', '39738', '50972']
42622;927;49994;['927', '39742', '49994']
42623;927;50547;['927', '29678', '29675', '39740', '50547']
42624;927;50978;['927', '29678', '29675', '39740', '14398', '50978']
42625;927;50383;['927', '50383']
42626;927;50274;['927', '29678', '50274']
42627;927;50952;['927', '29678', '42482', '50952']
42628;927;203;['927', '29678', '42482', '203']
42629;927;267;['927', '29678', '29675', '267']
42630;927;781;['927', '29678', '42482', '781']
42631;927;1992;['927', '29678', '29675', '39740', '26150', '15969', '1992']
42632;927;2171;['927', '29678', '29675', '39740', '26150', '45004', '2171']
42633;927;835;['927', '835']
42634;927;902;['927', '29678', '29675', '39740', '26150', '15969', '902']
42635;927;1988;['927', '29678', '29675', '1988']
42636;1992;1992;['1992']
42637;1992;3804;['1992', '26150', '3804']
42638;1992;3772;['1992', '3772']
42639;1992;4310;['1992', '39894', '4310']
42640;1992;5558;['1992', '5558']
42641;1992;5715;['1992', '5715']
42642;1992;6129;['1992', '26150', '39740', '6129']
42643;1992;7326;['1992', '39810', '7326']
42644;1992;7273;['1992', '7273']
42645;1992;7961;['1992', '39810', '7326', '7961']
42646;1992;29672;['1992', '26150', '18087', '29675', '29672']
42647;1992;9111;['1992', '9111']
42648;1992;9718;['1992', '9718']
42649;1992;9783;['1992', '26150', '16475', '9783']
42650;1992;9784;['1992', '39894', '9784']
42651;1992;10836;['1992', '26150', '10836']
42652;1992;10890;['1992', '46710', '10890']
42653;1992;11849;['1992', '46710', '11849']
42654;1992;12518;['1992', '12518']
42655;1992;13323;['1992', '26150', '13323']
42656;1992;13648;['1992', '26150', '16475', '13648']
42657;1992;13802;['1992', '46710', '13802']
42658;1992;14398;['1992', '26150', '14398']
42659;1992;15969;['1992', '15969']
42660;1992;15962;['1992', '26150', '45957', '15962']
42661;1992;15711;['1992', '15711']
42662;1992;16475;['1992', '26150', '16475']
42663;1992;17076;['1992', '46710', '17076']
42664;1992;17079;['1992', '17079']
42665;1992;18087;['1992', '26150', '18087']
42666;1992;18090;['1992', '45267', '18090']
42667;1992;18192;['1992', '46710', '29679', '18192']
42668;1992;20325;['1992', '20325']
42669;1992;26145;['1992', '39732', '39750', '26145']
42670;1992;26150;['1992', '26150']
42671;1992;27891;['1992', '27891']
42672;1992;27886;['1992', '27886']
42673;1992;28747;['1992', '39894', '28747']
42674;1992;28560;['1992', '46710', '28560']
42675;1992;28564;['1992', '39894', '28564']
42676;1992;28629;['1992', '39894', '28629']
42677;1992;28536;['1992', '46710', '28536']
42678;1992;28640;['1992', '26150', '28640']
42679;1992;28549;['1992', '26150', '28549']
42680;1992;28634;['1992', '26150', '28634']
42681;1992;28649;['1992', '39894', '28649']
42682;1992;28745;['1992', '26150', '18087', '29675', '28745']
42683;1992;29670;['1992', '39894', '29670']
42684;1992;29669;['1992', '26150', '18087', '29675', '29669']
42685;1992;29679;['1992', '46710', '29679']
42686;1992;29675;['1992', '26150', '18087', '29675']
42687;1992;29680;['1992', '46710', '39736', '29680']
42688;1992;29678;['1992', '26150', '16475', '29678']
42689;1992;29677;['1992', '26150', '18087', '29675', '35833', '29677']
42690;1992;29676;['1992', '26150', '39740', '29676']
42691;1992;29673;['1992', '46710', '29673']
42692;1992;29674;['1992', '26150', '16475', '29674']
42693;1992;29671;['1992', '26150', '18087', '29675', '29671']
42694;1992;29681;['1992', '46710', '29681']
42695;1992;29716;['1992', '26150', '45957', '29716']
42696;1992;32356;['1992', '26150', '13323', '781', '32356']
42697;1992;32285;['1992', '26150', '16475', '45262', '32285']
42698;1992;33013;['1992', '26150', '16475', '33013']
42699;1992;34557;['1992', '26150', '16475', '45748', '34557']
42700;1992;35600;['1992', '26150', '18087', '35600']
42701;1992;35867;['1992', '26150', '39740', '35867']
42702;1992;35776;['1992', '46710', '35776']
42703;1992;35613;['1992', '46710', '35613']
42704;1992;35814;['1992', '46710', '35814']
42705;1992;35727;['1992', '26150', '18087', '35727']
42706;1992;35856;['1992', '26150', '16475', '35856']
42707;1992;35777;['1992', '26150', '16475', '35777']
42708;1992;35800;['1992', '26150', '39740', '35800']
42709;1992;35603;['1992', '26150', '18087', '29675', '35833', '35603']
42710;1992;35861;['1992', '46710', '35861']
42711;1992;35601;['1992', '26150', '18087', '29675', '35601']
42712;1992;35833;['1992', '26150', '18087', '29675', '35833']
42713;1992;39810;['1992', '39810']
42714;1992;39800;['1992', '39800']
42715;1992;39733;['1992', '45274', '39733']
42716;1992;39812;['1992', '26150', '18087', '39812']
42717;1992;39811;['1992', '26150', '39811']
42718;1992;39799;['1992', '39799']
42719;1992;39729;['1992', '46710', '39729']
42720;1992;39744;['1992', '39894', '39744']
42721;1992;39731;['1992', '39731']
42722;1992;39753;['1992', '39753']
42723;1992;39742;['1992', '26150', '16475', '9783', '39742']
42724;1992;39749;['1992', '46710', '39749']
42725;1992;39730;['1992', '26150', '18087', '39730']
42726;1992;39870;['1992', '26150', '18087', '29675', '39870']
42727;1992;39750;['1992', '39732', '39750']
42728;1992;39737;['1992', '26150', '18087', '29675', '39737']
42729;1992;39767;['1992', '46710', '39767']
42730;1992;39739;['1992', '46710', '39739']
42731;1992;39728;['1992', '26150', '39740', '39728']
42732;1992;39743;['1992', '39894', '39743']
42733;1992;39745;['1992', '39894', '39745']
42734;1992;39740;['1992', '26150', '39740']
42735;1992;39752;['1992', '26150', '39752']
42736;1992;39751;['1992', '46710', '39751']
42737;1992;39894;['1992', '39894']
42738;1992;39732;['1992', '39732']
42739;1992;39910;['1992', '46710', '39910']
42740;1992;39734;['1992', '39732', '39734']
42741;1992;39765;['1992', '2171', '39765']
42742;1992;39736;['1992', '46710', '39736']
42743;1992;39735;['1992', '39735']
42744;1992;39738;['1992', '46710', '50972', '39738']
42745;1992;39766;['1992', '26150', '10836', '39766']
42746;1992;39746;['1992', '39746']
42747;1992;39741;['1992', '39894', '39741']
42748;1992;39747;['1992', '39732', '39747']
42749;1992;39748;['1992', '39748']
42750;1992;39764;['1992', '26150', '39740', '39764']
42751;1992;39754;['1992', '39732', '39754']
42752;1992;42481;['1992', '39894', '42481']
42753;1992;42483;['1992', '26150', '18087', '29675', '42483']
42754;1992;42480;['1992', '42480']
42755;1992;42482;['1992', '26150', '18087', '42482']
42756;1992;43247;['1992', '39810', '43247']
42757;1992;43965;['1992', '43965']
42758;1992;43963;['1992', '43963']
42759;1992;43964;['1992', '43964']
42760;1992;43962;['1992', '26150', '43962']
42761;1992;43791;['1992', '46710', '43791']
42762;1992;43790;['1992', '43790']
42763;1992;44114;['1992', '26150', '16475', '44114']
42764;1992;44135;['1992', '44135']
42765;1992;44387;['1992', '26150', '39752', '44387']
42766;1992;44795;['1992', '46710', '44795']
42767;1992;44770;['1992', '26150', '44770']
42768;1992;44720;['1992', '26150', '3804', '44720']
42769;1992;44486;['1992', '46710', '45275', '44486']
42770;1992;44692;['1992', '46710', '44692']
42771;1992;44842;['1992', '26150', '16475', '44842']
42772;1992;44915;['1992', '46710', '44915']
42773;1992;44974;['1992', '26150', '18087', '29675', '44974']
42774;1992;44971;['1992', '44971']
42775;1992;45144;['1992', '46710', '45144']
42776;1992;44914;['1992', '46710', '44914']
42777;1992;45004;['1992', '45004']
42778;1992;44951;['1992', '26150', '18087', '44951']
42779;1992;44811;['1992', '39894', '44811']
42780;1992;44837;['1992', '26150', '16475', '44842', '44837']
42781;1992;44843;['1992', '26150', '16475', '44842', '44843']
42782;1992;44812;['1992', '26150', '44812']
42783;1992;44910;['1992', '46710', '44910']
42784;1992;44836;['1992', '26150', '16475', '44836']
42785;1992;45262;['1992', '26150', '16475', '45262']
42786;1992;45274;['1992', '45274']
42787;1992;45273;['1992', '45273']
42788;1992;45265;['1992', '26150', '18087', '29675', '45265']
42789;1992;45275;['1992', '46710', '45275']
42790;1992;45281;['1992', '26150', '18087', '42482', '45281']
42791;1992;45267;['1992', '45267']
42792;1992;45586;['1992', '45586']
42793;1992;45877;['1992', '26150', '18087', '29675', '45265', '45877']
42794;1992;45715;['1992', '39894', '45715']
42795;1992;45917;['1992', '46710', '45917']
42796;1992;45913;['1992', '45913']
42797;1992;45727;['1992', '39894', '45727']
42798;1992;45748;['1992', '26150', '16475', '45748']
42799;1992;45723;['1992', '39894', '45723']
42800;1992;45993;['1992', '39894', '45993']
42801;1992;45957;['1992', '26150', '45957']
42802;1992;46176;['1992', '26150', '39740', '46176']
42803;1992;46036;['1992', '46710', '46036']
42804;1992;46074;['1992', '46710', '46074']
42805;1992;46256;['1992', '26150', '16475', '46256']
42806;1992;46172;['1992', '46172']
42807;1992;46066;['1992', '26150', '13323', '46066']
42808;1992;46189;['1992', '26150', '18087', '29675', '46189']
42809;1992;46155;['1992', '46155']
42810;1992;46270;['1992', '26150', '46270']
42811;1992;46243;['1992', '26150', '39740', '46243']
42812;1992;46708;['1992', '46708']
42813;1992;46710;['1992', '46710']
42814;1992;46709;['1992', '46709']
42815;1992;46715;['1992', '46715']
42816;1992;46758;['1992', '26150', '16475', '46758']
42817;1992;46724;['1992', '26150', '16475', '46724']
42818;1992;47819;['1992', '26150', '16475', '47819']
42819;1992;48331;['1992', '48331']
42820;1992;48254;['1992', '26150', '16475', '48254']
42821;1992;48330;['1992', '48330']
42822;1992;48061;['1992', '26150', '18087', '29675', '48061']
42823;1992;48187;['1992', '46710', '48187']
42824;1992;48510;['1992', '46710', '48510']
42825;1992;50973;['1992', '26150', '39752', '50973']
42826;1992;50917;['1992', '46710', '50917']
42827;1992;50974;['1992', '46710', '50974']
42828;1992;50976;['1992', '39732', '50976']
42829;1992;50918;['1992', '46710', '50918']
42830;1992;50972;['1992', '46710', '50972']
42831;1992;49994;['1992', '26150', '18087', '29675', '49994']
42832;1992;50547;['1992', '26150', '50547']
42833;1992;50978;['1992', '46715', '50978']
42834;1992;50383;['1992', '26150', '18087', '50383']
42835;1992;50274;['1992', '26150', '39740', '50274']
42836;1992;50952;['1992', '39894', '50952']
42837;1992;203;['1992', '26150', '39752', '203']
42838;1992;267;['1992', '46710', '267']
42839;1992;781;['1992', '26150', '13323', '781']
42840;1992;927;['1992', '26150', '45957', '927']
42841;1992;2171;['1992', '2171']
42842;1992;835;['1992', '46710', '835']
42843;1992;902;['1992', '902']
42844;1992;1988;['1992', '46710', '1988']
42845;2171;2171;['2171']
42846;2171;3804;['2171', '42480', '45004', '26150', '3804']
42847;2171;3772;['2171', '42480', '3772']
42848;2171;4310;['2171', '4310']
42849;2171;5558;['2171', '42480', '5558']
42850;2171;5715;['2171', '902', '5715']
42851;2171;6129;['2171', '42480', '45004', '26150', '39740', '6129']
42852;2171;7326;['2171', '7326']
42853;2171;7273;['2171', '42480', '45004', '7273']
42854;2171;7961;['2171', '7961']
42855;2171;29672;['2171', '42480', '45004', '26150', '18087', '29675', '29672']
42856;2171;9111;['2171', '9111']
42857;2171;9718;['2171', '42480', '45004', '9718']
42858;2171;9783;['2171', '42480', '45004', '26150', '16475', '9783']
42859;2171;9784;['2171', '9784']
42860;2171;10836;['2171', '42480', '45004', '26150', '10836']
42861;2171;10890;['2171', '10890']
42862;2171;11849;['2171', '11849']
42863;2171;12518;['2171', '15711', '12518']
42864;2171;13323;['2171', '42480', '45004', '26150', '13323']
42865;2171;13648;['2171', '42480', '45004', '26150', '16475', '13648']
42866;2171;13802;['2171', '13802']
42867;2171;14398;['2171', '42480', '45004', '26150', '14398']
42868;2171;15969;['2171', '42480', '45004', '15969']
42869;2171;15962;['2171', '42480', '45004', '26150', '45957', '15962']
42870;2171;15711;['2171', '15711']
42871;2171;16475;['2171', '42480', '45004', '26150', '16475']
42872;2171;17076;['2171', '17076']
42873;2171;17079;['2171', '42480', '45004', '9718', '17079']
42874;2171;18087;['2171', '42480', '45004', '26150', '18087']
42875;2171;18090;['2171', '902', '45267', '18090']
42876;2171;18192;['2171', '42480', '39732', '46710', '29679', '18192']
42877;2171;20325;['2171', '42480', '20325']
42878;2171;26145;['2171', '26145']
42879;2171;26150;['2171', '42480', '45004', '26150']
42880;2171;27891;['2171', '42480', '45004', '27891']
42881;2171;27886;['2171', '42480', '45004', '9718', '27886']
42882;2171;28747;['2171', '42481', '28747']
42883;2171;28560;['2171', '28560']
42884;2171;28564;['2171', '42481', '28564']
42885;2171;28629;['2171', '28629']
42886;2171;28536;['2171', '28536']
42887;2171;28640;['2171', '42480', '45004', '26150', '28640']
42888;2171;28549;['2171', '42480', '45004', '26150', '28549']
42889;2171;28634;['2171', '42480', '45004', '26150', '28634']
42890;2171;28649;['2171', '28649']
42891;2171;28745;['2171', '42480', '45004', '26150', '18087', '29675', '28745']
42892;2171;29670;['2171', '29670']
42893;2171;29669;['2171', '42480', '45004', '26150', '18087', '29675', '29669']
42894;2171;29679;['2171', '42480', '39732', '46710', '29679']
42895;2171;29675;['2171', '42480', '45004', '26150', '18087', '29675']
42896;2171;29680;['2171', '39736', '29680']
42897;2171;29678;['2171', '42480', '45004', '26150', '16475', '29678']
